id,weblink,game,name,category,comment,date,time,player,status,system,emulated,splits,category_name,player_name
8y8r2ddm,https://www.speedrun.com/The_Legend_of_Zelda/run/8y8r2ddm,369p0g1l,The Legend of Zelda,wdmw952q,"33:57.50 Pretty smooth run, not sure where to make huge savings. 8 was typically fast and 9 was a bit faster than average, but I can skip one more patra.",2015-07-02,2037,0jmg7ej1,verified,jm95z9ol,true,,Any% No Up+A,breastickle
oy2d566z,https://www.speedrun.com/The_Legend_of_Zelda/run/oy2d566z,369p0g1l,The Legend of Zelda,wdmw952q,,2015-07-04,2541,68wl23jg,verified,jm95z9ol,false,,Any% No Up+A,barnowl
1zxd3rgy,https://www.speedrun.com/The_Legend_of_Zelda/run/1zxd3rgy,369p0g1l,The Legend of Zelda,wdmw952q,,2015-06-13,2276,dx354q7j,verified,jm95z9ol,true,,Any% No Up+A,mathguy86
7ylv6g2m,https://www.speedrun.com/The_Legend_of_Zelda/run/7ylv6g2m,369p0g1l,The Legend of Zelda,wdmw952q,Still have to succeed a run without taking the potion or white sword,2015-09-24,2112,1xy5nly8,verified,jm95z9ol,true,,Any% No Up+A,skaradams
0zn3ee7y,https://www.speedrun.com/The_Legend_of_Zelda/run/0zn3ee7y,369p0g1l,The Legend of Zelda,wdmw952q,,2015-06-25,2431,kjpr3y58,verified,jm95z9ol,false,https://splits.io/api/v3/runs/7vc,Any% No Up+A,cad1486
pm3g8rqz,https://www.speedrun.com/The_Legend_of_Zelda/run/pm3g8rqz,369p0g1l,The Legend of Zelda,wdmw952q,.comment,2015-08-01,1815,zx7lwyj7,verified,jm95z9ol,false,,Any% No Up+A,cantaloupeme
7ylvw3xm,https://www.speedrun.com/The_Legend_of_Zelda/run/7ylvw3xm,369p0g1l,The Legend of Zelda,wdmw952q,"A 2-first route with white sword, red candle and 92+ rupees picked up from the ground.

Played on NEStopia with a Dell keyboard.",2015-08-02,2011,0jmwwyx1,verified,jm95z9ol,true,,Any% No Up+A,Eunos
1zq4o5xm,https://www.speedrun.com/The_Legend_of_Zelda/run/1zq4o5xm,369p0g1l,The Legend of Zelda,wdmw952q,This is the fastest time I've recorded; also the fastest time I've recorded getting the white sword in the route.,2015-08-02,2003,0jmg7ej1,verified,jm95z9ol,true,,Any% No Up+A,breastickle
pm3ge76z,https://www.speedrun.com/The_Legend_of_Zelda/run/pm3ge76z,369p0g1l,The Legend of Zelda,wdmw952q,bad,2015-08-05,2477,kj963nj4,verified,jm95z9ol,true,,Any% No Up+A,Andy
0zn3dg3y,https://www.speedrun.com/The_Legend_of_Zelda/run/0zn3dg3y,369p0g1l,The Legend of Zelda,wdmw952q,,2015-08-05,2157,dx354q7j,verified,jm95z9ol,true,,Any% No Up+A,mathguy86
jy9nowkz,https://www.speedrun.com/The_Legend_of_Zelda/run/jy9nowkz,369p0g1l,The Legend of Zelda,wdmw952q,A better run ! Time wasted in 6 ... Will do better :),2015-08-13,3233,dx3v4q8l,verified,jm95z9ol,true,,Any% No Up+A,Panulphe
8yv2grxm,https://www.speedrun.com/The_Legend_of_Zelda/run/8yv2grxm,369p0g1l,The Legend of Zelda,wdmw952q,"first run, died once",2015-08-08,2945,zx7m10x7,verified,jm95z9ol,false,,Any% No Up+A,mashy
8m789rez,https://www.speedrun.com/The_Legend_of_Zelda/run/8m789rez,369p0g1l,The Legend of Zelda,wdmw952q,"Gah! Bad patra stealing my sub-34.  
  
Whole run was pretty up and down. Nearly gold 3. Terrible 4. Would have reset but hadn't seen past it for a while. Amazing 5. Sloppy 7,6, and 8. Gold 9 by 15 seconds.   
  
Sub-34 just around the corner, and another minute off doesn't seem far behind.",2015-08-10,2041,18q2o78n,verified,jm95z9ol,false,,Any% No Up+A,Xarnax42
6yj1457y,https://www.speedrun.com/The_Legend_of_Zelda/run/6yj1457y,369p0g1l,The Legend of Zelda,mke069d6,,2015-08-10,3607,qjnzdwjm,verified,jm95z9ol,false,,Swordless,PresJPolk
7ylo4r2y,https://www.speedrun.com/The_Legend_of_Zelda/run/7ylo4r2y,369p0g1l,The Legend of Zelda,mke069d6,,2015-08-10,3607,qjnzdwjm,verified,jm95z9ol,false,,Swordless,PresJPolk
6yj13kdy,https://www.speedrun.com/The_Legend_of_Zelda/run/6yj13kdy,369p0g1l,The Legend of Zelda,mke069d6,,2015-08-11,3597,qjnzdwjm,verified,jm95z9ol,false,,Swordless,PresJPolk
nz18jkry,https://www.speedrun.com/The_Legend_of_Zelda/run/nz18jkry,369p0g1l,The Legend of Zelda,wdmw952q,"getting better, still not great",2015-08-12,2665,zx7m10x7,verified,jm95z9ol,false,,Any% No Up+A,mashy
0y66581y,https://www.speedrun.com/The_Legend_of_Zelda/run/0y66581y,369p0g1l,The Legend of Zelda,wdmw952q,,2015-08-10,2727,1xy0ynjr,verified,jm95z9ol,false,,Any% No Up+A,mrcab55
7z06919z,https://www.speedrun.com/The_Legend_of_Zelda/run/7z06919z,369p0g1l,The Legend of Zelda,wdmw952q,Weekly race PB,2015-08-15,3036,1xy5lzz8,verified,jm95z9ol,true,,Any% No Up+A,jveth
wzp3lwnm,https://www.speedrun.com/The_Legend_of_Zelda/run/wzp3lwnm,369p0g1l,The Legend of Zelda,wdmw952q,,2015-08-16,2411,98r7eqj1,verified,jm95z9ol,false,,Any% No Up+A,WhenChukAttacks
jy9n1j2z,https://www.speedrun.com/The_Legend_of_Zelda/run/jy9n1j2z,369p0g1l,The Legend of Zelda,wdmw952q,Started timer late due to global not being on. 38:50 was SRL .done time,2015-08-15,2330,kj92rmw8,verified,jm95z9ol,false,,Any% No Up+A,Ategenos
7yloo0ry,https://www.speedrun.com/The_Legend_of_Zelda/run/7yloo0ry,369p0g1l,The Legend of Zelda,wdmw952q,Really really need to improve Level 9,2015-08-17,2328,98r7eqj1,verified,jm95z9ol,false,,Any% No Up+A,WhenChukAttacks
kz5007ny,https://www.speedrun.com/The_Legend_of_Zelda/run/kz5007ny,369p0g1l,The Legend of Zelda,wdmw952q,Much scrub,2015-08-17,2218,7j49ow81,verified,jm95z9ol,false,,Any% No Up+A,kmac
pzgxxdjm,https://www.speedrun.com/The_Legend_of_Zelda/run/pzgxxdjm,369p0g1l,The Legend of Zelda,wdmw952q,"Didn't lose time in six.
Happy to have a PB !",2015-08-18,2694,dx3v4q8l,verified,jm95z9ol,true,,Any% No Up+A,Panulphe
wzp318xm,https://www.speedrun.com/The_Legend_of_Zelda/run/wzp318xm,369p0g1l,The Legend of Zelda,wdmw952q,Would have been 43/44ish if I didn't die to Wizzrobes in 9.,2015-08-20,2827,1xy5lzz8,verified,jm95z9ol,true,,Any% No Up+A,jveth
dy42rnkm,https://www.speedrun.com/The_Legend_of_Zelda/run/dy42rnkm,369p0g1l,The Legend of Zelda,wdmw952q,Eh,2015-08-17,1974,e8e6y6j0,verified,jm95z9ol,false,,Any% No Up+A,Error72
8m78dk0z,https://www.speedrun.com/The_Legend_of_Zelda/run/8m78dk0z,369p0g1l,The Legend of Zelda,wdmw952q,Choo choo,2015-08-20,1790,qj233nxk,verified,jm95z9ol,false,,Any% No Up+A,lackattack24
9me9483z,https://www.speedrun.com/The_Legend_of_Zelda/run/9me9483z,369p0g1l,The Legend of Zelda,wdmw952q,Done in a race !,2015-08-21,2676,dx3v4q8l,verified,jm95z9ol,true,,Any% No Up+A,Panulphe
pm3n754y,https://www.speedrun.com/The_Legend_of_Zelda/run/pm3n754y,369p0g1l,The Legend of Zelda,wdmw952q,,2015-08-20,2147,qj2yyro8,verified,jm95z9ol,false,,Any% No Up+A,PierpontLempkin
6yj15poy,https://www.speedrun.com/The_Legend_of_Zelda/run/6yj15poy,369p0g1l,The Legend of Zelda,wdmw952q,White Sword First - really pushing the limits of this run along with Crystal Saver.,2015-08-21,2000,0jmg7ej1,verified,jm95z9ol,true,,Any% No Up+A,breastickle
8yv2op8m,https://www.speedrun.com/The_Legend_of_Zelda/run/8yv2op8m,369p0g1l,The Legend of Zelda,wdmw952q,,2015-08-22,1899,,rejected,jm95z9ol,false,,Any% No Up+A,
oy2v059z,https://www.speedrun.com/The_Legend_of_Zelda/run/oy2v059z,369p0g1l,The Legend of Zelda,wdmw952q,First Sub 40,2015-08-23,2360,kjpr3y58,verified,jm95z9ol,false,https://splits.io/api/v3/runs/8t4,Any% No Up+A,cad1486
9me9j02z,https://www.speedrun.com/The_Legend_of_Zelda/run/9me9j02z,369p0g1l,The Legend of Zelda,wdmw952q,,2015-08-21,2159,7j49ow81,verified,jm95z9ol,false,,Any% No Up+A,kmac
0zno799y,https://www.speedrun.com/The_Legend_of_Zelda/run/0zno799y,369p0g1l,The Legend of Zelda,wdmw952q,done as part of the weekly races. would have been sub-40 if i didn't get manhandled,2015-08-22,2414,zx7m10x7,verified,jm95z9ol,false,,Any% No Up+A,mashy
0y6605py,https://www.speedrun.com/The_Legend_of_Zelda/run/0y6605py,369p0g1l,The Legend of Zelda,wdmw952q,"1st Z1 run, practice for tournament. expecting improvement soon.",2015-08-25,8991,qxkg69j0,verified,jm95z9ol,true,,Any% No Up+A,Aridolomo
6yj1ppdy,https://www.speedrun.com/The_Legend_of_Zelda/run/6yj1ppdy,369p0g1l,The Legend of Zelda,wdmw952q,more practice coming up soon :D,2015-08-25,4308,qxkg69j0,verified,jm95z9ol,true,,Any% No Up+A,Aridolomo
nz18ljgy,https://www.speedrun.com/The_Legend_of_Zelda/run/nz18ljgy,369p0g1l,The Legend of Zelda,wdmw952q,"Très contente de ce nouveau record, même si j'aurais aimé passer sous la barre des 40 minutes...  mauvais dernier split, dommage, trop de pression...",2015-08-30,2428,68wk0048,verified,jm95z9ol,true,,Any% No Up+A,zeldamaniak
pzgxe2em,https://www.speedrun.com/The_Legend_of_Zelda/run/pzgxe2em,369p0g1l,The Legend of Zelda,wdmw952q,,2015-08-30,2787,qxko16m8,verified,jm95z9ol,true,,Any% No Up+A,darkmagician1184
1zx6wv8z,https://www.speedrun.com/The_Legend_of_Zelda/run/1zx6wv8z,369p0g1l,The Legend of Zelda,wdmw952q,"Would have been a 43:44ish if I didn't choke on dodongos and then get wallmastered. Also, clutch potion to not die to wizzrobes.",2015-08-31,2762,1xy5lzz8,verified,jm95z9ol,true,,Any% No Up+A,jveth
6yj1w5gy,https://www.speedrun.com/The_Legend_of_Zelda/run/6yj1w5gy,369p0g1l,The Legend of Zelda,wdmw952q,,2015-09-01,2137,7j49ow81,verified,jm95z9ol,false,,Any% No Up+A,kmac
8y8vk6dz,https://www.speedrun.com/The_Legend_of_Zelda/run/8y8vk6dz,369p0g1l,The Legend of Zelda,wdmw952q,The bomb luck is real,2015-09-01,2537,1xy0ynjr,verified,jm95z9ol,false,,Any% No Up+A,mrcab55
dy42k63m,https://www.speedrun.com/The_Legend_of_Zelda/run/dy42k63m,369p0g1l,The Legend of Zelda,wdmw952q,,2015-09-02,1973,0jmwwyx1,verified,jm95z9ol,true,,Any% No Up+A,Eunos
7ylod43y,https://www.speedrun.com/The_Legend_of_Zelda/run/7ylod43y,369p0g1l,The Legend of Zelda,wdmw952q,,2015-09-02,2277,98r7eqj1,verified,jm95z9ol,false,,Any% No Up+A,WhenChukAttacks
oy2v2qwz,https://www.speedrun.com/The_Legend_of_Zelda/run/oy2v2qwz,369p0g1l,The Legend of Zelda,wdmw952q,,2015-09-03,2618,1xy5lzz8,verified,jm95z9ol,true,,Any% No Up+A,jveth
8y8vw1nz,https://www.speedrun.com/The_Legend_of_Zelda/run/8y8vw1nz,369p0g1l,The Legend of Zelda,wdmw952q,,2015-09-03,3838,qxkg69j0,verified,jm95z9ol,true,,Any% No Up+A,Aridolomo
pyd9ngjz,https://www.speedrun.com/The_Legend_of_Zelda/run/pyd9ngjz,369p0g1l,The Legend of Zelda,wdmw952q,"Cut the 40, and was the 3rd deathless run in a row. Clearly need more practice, but a decent start at the very least.",2015-09-02,2320,48g9krxp,verified,jm95z9ol,false,,Any% No Up+A,Dragondarch
8y8vwkdz,https://www.speedrun.com/The_Legend_of_Zelda/run/8y8vwkdz,369p0g1l,The Legend of Zelda,wdmw952q,Lost 1 second to letting go of up before losing control of Link -_-,2015-09-04,2079,7j49ow81,verified,jm95z9ol,false,,Any% No Up+A,kmac
jy9njwrz,https://www.speedrun.com/The_Legend_of_Zelda/run/jy9njwrz,369p0g1l,The Legend of Zelda,wdmw952q,,2015-09-04,3437,qxkg69j0,verified,jm95z9ol,true,,Any% No Up+A,Aridolomo
0zno2n9y,https://www.speedrun.com/The_Legend_of_Zelda/run/0zno2n9y,369p0g1l,The Legend of Zelda,wdmw952q,,2015-09-05,3592,qxko1dk8,verified,jm95z9ol,true,,Any% No Up+A,radiorichg
8y8vp3wz,https://www.speedrun.com/The_Legend_of_Zelda/run/8y8vp3wz,369p0g1l,The Legend of Zelda,wdmw952q,,2015-09-04,2043,qj2yyro8,verified,jm95z9ol,false,,Any% No Up+A,PierpontLempkin
8yv2xvom,https://www.speedrun.com/The_Legend_of_Zelda/run/8yv2xvom,369p0g1l,The Legend of Zelda,wdmw952q,died twice in Level 9,2015-09-05,2697,68wk0oq8,verified,jm95z9ol,true,,Any% No Up+A,ShinerCCC
pyd9llvz,https://www.speedrun.com/The_Legend_of_Zelda/run/pyd9llvz,369p0g1l,The Legend of Zelda,wdmw952q,,2015-09-06,3243,qxkg69j0,verified,jm95z9ol,true,,Any% No Up+A,Aridolomo
wzp3xevm,https://www.speedrun.com/The_Legend_of_Zelda/run/wzp3xevm,369p0g1l,The Legend of Zelda,wdmw952q,,2015-09-06,2054,7j49ow81,verified,jm95z9ol,false,,Any% No Up+A,kmac
wzp3knnm,https://www.speedrun.com/The_Legend_of_Zelda/run/wzp3knnm,369p0g1l,The Legend of Zelda,wdmw952q,sub-40 just in time for the tourney. lost a bunch of time between 3 and 6. can improve,2015-09-07,2371,zx7m10x7,verified,jm95z9ol,false,,Any% No Up+A,mashy
kz50lxny,https://www.speedrun.com/The_Legend_of_Zelda/run/kz50lxny,369p0g1l,The Legend of Zelda,wdmw952q,"Got a 32:42 on WR route after keeping a slow start. Got a confusing 5 bomb force from digdogger, and lost a little more time in 2. But consistent practice on the back 4 has paid off for a 26s personal breast.",2015-09-07,1962,0jmg7ej1,verified,jm95z9ol,true,,Any% No Up+A,breastickle
9yo9qldy,https://www.speedrun.com/The_Legend_of_Zelda/run/9yo9qldy,369p0g1l,The Legend of Zelda,wdmw952q,,2015-09-07,2934,qxko1dk8,verified,jm95z9ol,true,,Any% No Up+A,radiorichg
dy42jkdm,https://www.speedrun.com/The_Legend_of_Zelda/run/dy42jkdm,369p0g1l,The Legend of Zelda,wdmw952q,"Horrible start, excellent middle, ok end.",2015-09-08,1931,e8e6y6j0,verified,jm95z9ol,false,,Any% No Up+A,Error72
6yj1e9dy,https://www.speedrun.com/The_Legend_of_Zelda/run/6yj1e9dy,369p0g1l,The Legend of Zelda,wdmw952q,,2015-09-07,3063,zx7qk1r8,verified,jm95z9ol,true,,Any% No Up+A,BigZeeff
1zx6jxez,https://www.speedrun.com/The_Legend_of_Zelda/run/1zx6jxez,369p0g1l,The Legend of Zelda,wdmw952q,"Blue ring, potion, white sword, level 2 first and a long break before redoing attempts",2015-09-08,2255,7j42kvx1,verified,jm95z9ol,false,,Any% No Up+A,Acmlm
1zx6jekz,https://www.speedrun.com/The_Legend_of_Zelda/run/1zx6jekz,369p0g1l,The Legend of Zelda,wdmw952q,"Darknuts dislikes bombs.

(Run re-timed at 33:20.92)",2015-09-07,2000,18q2o78n,verified,jm95z9ol,false,,Any% No Up+A,Xarnax42
9me92vqz,https://www.speedrun.com/The_Legend_of_Zelda/run/9me92vqz,369p0g1l,The Legend of Zelda,wdmw952q,Getting a pb on here for the tourney,2015-09-09,2922,7j41rmj1,verified,jm95z9ol,false,,Any% No Up+A,caerulius
pyd94qqz,https://www.speedrun.com/The_Legend_of_Zelda/run/pyd94qqz,369p0g1l,The Legend of Zelda,wdmw952q,Still needs work. Red Darknuts and Bubbles can go die in a fire.,2015-09-08,2241,48g9krxp,verified,jm95z9ol,false,,Any% No Up+A,Dragondarch
nz1863jy,https://www.speedrun.com/The_Legend_of_Zelda/run/nz1863jy,369p0g1l,The Legend of Zelda,wdmw952q,"Bad scrolls leading to ladder heart, first ever bottleless Level 9.",2015-09-08,2169,98r7eqj1,verified,jm95z9ol,false,,Any% No Up+A,WhenChukAttacks
pm3nvd6y,https://www.speedrun.com/The_Legend_of_Zelda/run/pm3nvd6y,369p0g1l,The Legend of Zelda,wdmw952q,bad,2015-09-09,2438,kj963nj4,verified,jm95z9ol,false,,Any% No Up+A,Andy
pm3nv7wy,https://www.speedrun.com/The_Legend_of_Zelda/run/pm3nv7wy,369p0g1l,The Legend of Zelda,wdmw952q,,2015-09-06,2210,v814k3r8,verified,jm95z9ol,true,https://splits.io/api/v3/runs/9t4,Any% No Up+A,JamEvil
8m78l60z,https://www.speedrun.com/The_Legend_of_Zelda/run/8m78l60z,369p0g1l,The Legend of Zelda,wdmw952q,,2015-09-10,2792,qxko1dk8,verified,jm95z9ol,true,,Any% No Up+A,radiorichg
9yo9e85y,https://www.speedrun.com/The_Legend_of_Zelda/run/9yo9e85y,369p0g1l,The Legend of Zelda,wdmw952q,died in level 5 and level 9.,2015-09-10,2431,68wk0oq8,verified,jm95z9ol,true,,Any% No Up+A,ShinerCCC
emk7r43y,https://www.speedrun.com/The_Legend_of_Zelda/run/emk7r43y,369p0g1l,The Legend of Zelda,wdmw952q,,2015-09-10,2093,dx354q7j,verified,jm95z9ol,false,,Any% No Up+A,mathguy86
9me9p48z,https://www.speedrun.com/The_Legend_of_Zelda/run/9me9p48z,369p0g1l,The Legend of Zelda,wdmw952q,Very happy to have a PB for the viewers on console inauguration day.,2015-09-12,1913,0jmwwyx1,verified,jm95z9ol,false,,Any% No Up+A,Eunos
kz50nq5y,https://www.speedrun.com/The_Legend_of_Zelda/run/kz50nq5y,369p0g1l,The Legend of Zelda,wdmw952q,Killing Moblins is Good for the Environment!,2015-09-14,2622,zx7qk1r8,verified,jm95z9ol,true,,Any% No Up+A,BigZeeff
8yv2ed8m,https://www.speedrun.com/The_Legend_of_Zelda/run/8yv2ed8m,369p0g1l,The Legend of Zelda,wdmw952q,Green splits the whole way,2015-09-14,1788,qj233nxk,verified,jm95z9ol,false,,Any% No Up+A,lackattack24
